sand,chapter_no,chapter,level,matn,sand_length,matn_length
حدثنا عبد الله بن محمد حدثنا هشام أخبرنا معمر عن الزهري عن عروة عن عائشة رضى الله عنها أنها كانت ترجل النبي صلى الله عليه وسلم وهي حائض وهو معتكف في المسجد وهى في حجرتها يناولها رأسه,33.0,Retiring to a Mosque for Remembrance of Allah (I'tikaf) - كتاب الاعتكاف,سهل,أنها كانت ترجل النبي صلى الله عليه وسلم وهي حائض وهو معتكف في المسجد وهى في حجرتها يناولها رأسه,191.0,99
حدثنا أبو اليمان حدثنا شعيب عن الزهري قال أخبرني سعيد بن المسيب وأبو سلمة بن عبد الرحمن أن أبا هريرة رضى الله عنه قال إنكم تقولون إن أبا هريرة يكثر الحديث عن رسول الله صلى الله عليه وسلم وتقولون ما بال المهاجرين والأنصار لا يحدثون عن رسول الله صلى الله عليه وسلم بمثل حديث أبي هريرة وإن إخوتي من المهاجرين كان يشغلهم صفق بالأسواق وكنت ألزم رسول الله صلى الله عليه وسلم على ملء بطني فأشهد إذا غابوا وأحفظ إذا نسوا وكان يشغل إخوتي من الأنصار عمل أموالهم وكنت امرأ مسكينا من مساكين الصفة أعي حين ينسون وقد قال رسول الله صلى الله عليه وسلم في حديث يحدثه  إنه لن يبسط أحد ثوبه حتى أقضي مقالتي هذه ثم يجمع إليه ثوبه إلا وعى ما أقول  فبسطت نمرة على حتى إذا قضى رسول الله صلى الله عليه وسلم مقالته جمعتها إلى صدري فما نسيت من مقالة رسول الله صلى الله عليه وسلم تلك من شىء,34.0,Sales and Trade - كتاب البيوع,صعب,إنكم تقولون إن أبا هريرة يكثر الحديث عن رسول الله صلى الله عليه وسلم وتقولون ما بال المهاجرين والأنصار لا يحدثون عن رسول الله صلى الله عليه وسلم بمثل حديث أبي هريرة وإن إخوتي من المهاجرين كان يشغلهم صفق بالأسواق وكنت ألزم رسول الله صلى الله عليه وسلم على ملء بطني فأشهد إذا غابوا وأحفظ إذا نسوا وكان يشغل إخوتي من الأنصار عمل أموالهم وكنت امرأ مسكينا من مساكين الصفة أعي حين ينسون وقد قال رسول الله صلى الله عليه وسلم في حديث يحدثه  إنه لن يبسط أحد ثوبه حتى أقضي مقالتي هذه ثم يجمع إليه ثوبه إلا وعى ما أقول  فبسطت نمرة على حتى إذا قضى رسول الله صلى الله عليه وسلم مقالته جمعتها إلى صدري فما نسيت من مقالة رسول الله صلى الله عليه وسلم تلك من شىء,790.0,668
حدثنا عبد العزيز بن عبد الله حدثنا إبراهيم بن سعد عن أبيه عن جده قال قال عبد الرحمن بن عوف رضى الله عنه لما قدمنا المدينة آخى رسول الله صلى الله عليه وسلم بيني وبين سعد بن الربيع فقال سعد بن الربيع إني أكثر الأنصار مالا فأقسم لك نصف مالي وانظر أى زوجتى هويت نزلت لك عنها فإذا حلت تزوجتها قال فقال عبد الرحمن لا حاجة لي في ذلك هل من سوق فيه تجارة قال سوق قينقاع قال فغدا إليه عبد الرحمن فأتى بأقط وسمن قال ثم تابع الغدو فما لبث أن جاء عبد الرحمن عليه أثر صفرة فقال رسول الله صلى الله عليه وسلم  تزوجت  قال نعم قال  ومن  قال امرأة من الأنصار قال  كم سقت  قال زنة نواة من ذهب أو نواة من ذهب فقال له النبي صلى الله عليه وسلم  أولم ولو بشاة ,34.0,Sales and Trade - كتاب البيوع,صعب,لما قدمنا المدينة آخى رسول الله صلى الله عليه وسلم بيني وبين سعد بن الربيع فقال سعد بن الربيع إني أكثر الأنصار مالا فأقسم لك نصف مالي وانظر أى زوجتى هويت نزلت لك عنها فإذا حلت تزوجتها قال فقال عبد الرحمن لا حاجة لي في ذلك هل من سوق فيه تجارة قال سوق قينقاع قال فغدا إليه عبد الرحمن فأتى بأقط وسمن قال ثم تابع الغدو فما لبث أن جاء عبد الرحمن عليه أثر صفرة فقال رسول الله صلى الله عليه وسلم  تزوجت  قال نعم قال  ومن  قال امرأة من الأنصار قال  كم سقت  قال زنة نواة من ذهب أو نواة من ذهب فقال له النبي صلى الله عليه وسلم  أولم ولو بشاة ,698.0,590
حدثنا أحمد بن يونس حدثنا زهير حدثنا حميد عن أنس رضى الله عنه قال قدم عبد الرحمن بن عوف المدينة فآخى النبي صلى الله عليه وسلم بينه وبين سعد بن الربيع الأنصاري وكان سعد ذا غنى فقال لعبد الرحمن أقاسمك مالي نصفين وأزوجك قال بارك الله لك في أهلك ومالك دلوني على السوق فما رجع حتى استفضل أقطا وسمنا فأتى به أهل منزله فمكثنا يسيرا أو ما شاء الله فجاء وعليه وضر من صفرة فقال له النبي صلى الله عليه وسلم  مهيم  قال يا رسول الله تزوجت امرأة من الأنصار قال  ما سقت إليها  قال نواة من ذهب أو وزن نواة من ذهب قال  أولم ولو بشاة ,34.0,Sales and Trade - كتاب البيوع,صعب,قدم عبد الرحمن بن عوف المدينة فآخى النبي صلى الله عليه وسلم بينه وبين سعد بن الربيع الأنصاري وكان سعد ذا غنى فقال لعبد الرحمن أقاسمك مالي نصفين وأزوجك قال بارك الله لك في أهلك ومالك دلوني على السوق فما رجع حتى استفضل أقطا وسمنا فأتى به أهل منزله فمكثنا يسيرا أو ما شاء الله فجاء وعليه وضر من صفرة فقال له النبي صلى الله عليه وسلم  مهيم  قال يا رسول الله تزوجت امرأة من الأنصار قال  ما سقت إليها  قال نواة من ذهب أو وزن نواة من ذهب قال  أولم ولو بشاة ,565.0,497
حدثنا عبد الله بن محمد حدثنا سفيان عن عمرو عن ابن عباس رضى الله عنهما قال كانت عكاظ ومجنة وذو المجاز أسواقا في الجاهلية فلما كان الإسلام فكأنهم تأثموا فيه فنزلت ليس عليكم جناح أن تبتغوا فضلا من ربكم  في مواسم الحج قرأها ابن عباس,34.0,Sales and Trade - كتاب البيوع,سهل,كانت عكاظ ومجنة وذو المجاز أسواقا في الجاهلية فلما كان الإسلام فكأنهم تأثموا فيه فنزلت ليس عليكم جناح أن تبتغوا فضلا من ربكم  في مواسم الحج,242.0,146
حدثني محمد بن المثنى حدثنا ابن أبي عدي عن ابن عون عن الشعبي سمعت النعمان بن بشير رضى الله عنه سمعت النبي صلى الله عليه وسلم حدثنا علي بن عبد الله حدثنا ابن عيينة عن أبي فروة عن الشعبي قال سمعت النعمان عن النبي صلى الله عليه وسلم حدثنا عبد الله بن محمد حدثنا ابن عيينة عن أبي فروة سمعت الشعبي سمعت النعمان بن بشير رضى الله عنهما عن النبي صلى الله عليه وسلم حدثنا محمد بن كثير أخبرنا سفيان عن أبي فروة عن الشعبي عن النعمان بن بشير رضى الله عنه قال قال النبي صلى الله عليه وسلم  الحلال بين والحرام بين وبينهما أمور مشتبهة فمن ترك ما شبه عليه من الإثم كان لما استبان أترك ومن اجترأ على ما يشك فيه من الإثم أوشك أن يواقع ما استبان والمعاصي حمى الله من يرتع حول الحمى يوشك أن يواقعه ,34.0,Sales and Trade - كتاب البيوع,صعب, الحلال بين والحرام بين وبينهما أمور مشتبهة فمن ترك ما شبه عليه من الإثم كان لما استبان أترك ومن اجترأ على ما يشك فيه من الإثم أوشك أن يواقع ما استبان والمعاصي حمى الله من يرتع حول الحمى يوشك أن يواقعه ,717.0,216
حدثنا محمد بن كثير أخبرنا سفيان أخبرنا عبد الله بن عبد الرحمن بن أبي حسين حدثنا عبد الله بن أبي مليكة عن عقبة بن الحارث رضى الله عنه أن امرأة سوداء جاءت فزعمت أنها أرضعتهما فذكر للنبي فأعرض عنه وتبسم النبي صلى الله عليه وسلم قال  كيف وقد قيل  وقد كانت تحته ابنة أبي إهاب التميمي,34.0,Sales and Trade - كتاب البيوع,سهل,أن امرأة سوداء جاءت فزعمت أنها أرضعتهما فذكر للنبي فأعرض عنه وتبسم النبي صلى الله عليه وسلم قال  كيف وقد قيل  وقد كانت تحته ابنة أبي إهاب التميمي,301.0,164
حدثنا يحيى بن قزعة حدثنا مالك عن ابن شهاب عن عروة بن الزبير عن عائشة رضى الله عنها قالت كان عتبة بن أبي وقاص عهد إلى أخيه سعد بن أبي وقاص أن ابن وليدة زمعة مني فاقبضه قالت فلما كان عام الفتح أخذه سعد بن أبي وقاص وقال ابن أخي قد عهد إلى فيه فقام عبد بن زمعة فقال أخي وابن وليدة أبي ولد على فراشه فتساوقا إلى النبي صلى الله عليه وسلم فقال سعد يا رسول الله ابن أخي كان قد عهد إلى فيه فقال عبد بن زمعة أخي وابن وليدة أبي ولد على فراشه فقال رسول الله صلى الله عليه وسلم  هو لك يا عبد بن زمعة  ثم قال النبي صلى الله عليه وسلم  الولد للفراش وللعاهر الحجر  ثم قال لسودة بنت زمعة زوج النبي صلى الله عليه وسلم  احتجبي منه  لما رأى من شبهه بعتبة فما رآها حتى لقي الله,34.0,Sales and Trade - كتاب البيوع,صعب,كان عتبة بن أبي وقاص عهد إلى أخيه سعد بن أبي وقاص أن ابن وليدة زمعة مني فاقبضه قالت فلما كان عام الفتح أخذه سعد بن أبي وقاص وقال ابن أخي قد عهد إلى فيه فقام عبد بن زمعة فقال أخي وابن وليدة أبي ولد على فراشه فتساوقا إلى النبي صلى الله عليه وسلم فقال سعد يا رسول الله ابن أخي كان قد عهد إلى فيه فقال عبد بن زمعة أخي وابن وليدة أبي ولد على فراشه فقال رسول الله صلى الله عليه وسلم  هو لك يا عبد بن زمعة  ثم قال النبي صلى الله عليه وسلم  الولد للفراش وللعاهر الحجر  ثم قال لسودة بنت زمعة زوج النبي صلى الله عليه وسلم  احتجبي منه  لما رأى من شبهه بعتبة فما رآها حتى لقي الله,717.0,625
حدثنا أبو الوليد حدثنا شعبة قال أخبرني عبد الله بن أبي السفر عن الشعبي عن عدي بن حاتم رضى الله عنه قال سألت النبي صلى الله عليه وسلم عن المعراض فقال  إذا أصاب بحده فكل وإذا أصاب بعرضه فلا تأكل فإنه وقيذ  قلت يا رسول الله أرسل كلبي وأسمي فأجد معه على الصيد كلبا آخر لم أسم عليه ولا أدري أيهما أخذ قال  لا تأكل إنما سميت على كلبك ولم تسم على الآخر ,34.0,Sales and Trade - كتاب البيوع,صعب,سألت النبي صلى الله عليه وسلم عن المعراض فقال  إذا أصاب بحده فكل وإذا أصاب بعرضه فلا تأكل فإنه وقيذ  قلت يا رسول الله أرسل كلبي وأسمي فأجد معه على الصيد كلبا آخر لم أسم عليه ولا أدري أيهما أخذ قال  لا تأكل إنما سميت على كلبك ولم تسم على الآخر ,376.0,269
حدثنا قبيصة حدثنا سفيان عن منصور عن طلحة عن أنس رضى الله عنه قال مر النبي صلى الله عليه وسلم بتمرة مسقوطة فقال  لولا أن تكون صدقة لأكلتها  وقال همام عن أبي هريرة رضى الله عنه عن النبي صلى الله عليه وسلم قال  أجد تمرة ساقطة على فراشي ,34.0,Sales and Trade - كتاب البيوع,سهل,مر النبي صلى الله عليه وسلم بتمرة مسقوطة فقال  لولا أن تكون صدقة لأكلتها  وقال همام عن أبي هريرة رضى الله عنه عن النبي صلى الله عليه وسلم قال  أجد تمرة ساقطة على فراشي ,255.0,186
حدثنا أبو نعيم حدثنا ابن عيينة عن الزهري عن عباد بن تميم عن عمه قال شكي إلى النبي صلى الله عليه وسلم الرجل يجد في الصلاة شيئا أيقطع الصلاة قال  لا حتى يسمع صوتا أو يجد ريحا  وقال ابن أبي حفصة عن الزهري لا وضوء إلا فيما وجدت الريح أو سمعت الصوت,34.0,Sales and Trade - كتاب البيوع,سهل,شكي إلى النبي صلى الله عليه وسلم الرجل يجد في الصلاة شيئا أيقطع الصلاة قال  لا حتى يسمع صوتا أو يجد ريحا  وقال ابن أبي حفصة عن الزهري لا وضوء إلا فيما وجدت الريح أو سمعت الصوت,262.0,189
حدثني أحمد بن المقدام العجلي حدثنا محمد بن عبد الرحمن الطفاوي حدثنا هشام بن عروة عن أبيه عن عائشة رضى الله عنها أن قوما قالوا يا رسول الله إن قوما يأتوننا باللحم لا ندري أذكروا اسم الله عليه أم لا فقال رسول الله صلى الله عليه وسلم  سموا الله عليه وكلوه ,34.0,Sales and Trade - كتاب البيوع,سهل,أن قوما قالوا يا رسول الله إن قوما يأتوننا باللحم لا ندري أذكروا اسم الله عليه أم لا فقال رسول الله صلى الله عليه وسلم  سموا الله عليه وكلوه ,269.0,152
حدثنا طلق بن غنام حدثنا زائدة عن حصين عن سالم قال حدثني جابر رضى الله عنه قال بينما نحن نصلي مع النبي صلى الله عليه وسلم إذ أقبلت من الشأم عير تحمل طعاما فالتفتوا إليها حتى ما بقي مع النبي صلى الله عليه وسلم إلا اثنا عشر رجلا فنزلت وإذا رأوا تجارة أو لهوا انفضوا إليها,34.0,Sales and Trade - كتاب البيوع,سهل,بينما نحن نصلي مع النبي صلى الله عليه وسلم إذ أقبلت من الشأم عير تحمل طعاما فالتفتوا إليها حتى ما بقي مع النبي صلى الله عليه وسلم إلا اثنا عشر رجلا فنزلت وإذا رأوا تجارة أو لهوا انفضوا إليها,281.0,199
حدثنا آدم حدثنا ابن أبي ذئب حدثنا سعيد المقبري عن أبي هريرة رضى الله عنه عن النبي صلى الله عليه وسلم قال  يأتي على الناس زمان لا يبالي المرء ما أخذ منه أمن الحلال أم من الحرام ,34.0,Sales and Trade - كتاب البيوع,سهل, يأتي على الناس زمان لا يبالي المرء ما أخذ منه أمن الحلال أم من الحرام ,189.0,81
حدثنا أبو عاصم عن ابن جريج قال أخبرني عمرو بن دينار عن أبي المنهال قال كنت أتجر في الصرف فسألت زيد بن أرقم رضى الله عنه فقال قال النبي صلى الله عليه وسلم وحدثني الفضل بن يعقوب حدثنا الحجاج بن محمد قال ابن جريج أخبرني عمرو بن دينار وعامر بن مصعب أنهما سمعا أبا المنهال يقول سألت البراء بن عازب وزيد بن أرقم عن الصرف فقالا كنا تاجرين على عهد رسول الله صلى الله عليه وسلم فسألنا رسول الله صلى الله عليه وسلم عن الصرف فقال  إن كان يدا بيد فلا بأس وإن كان نساء فلا يصلح ,34.0,Sales and Trade - كتاب البيوع,صعب,كنت أتجر في الصرف فسألت زيد بن أرقم رضى الله عنه فقال قال النبي صلى الله عليه وسلم وحدثني الفضل بن يعقوب حدثنا الحجاج بن محمد قال ابن جريج أخبرني عمرو بن دينار وعامر بن مصعب أنهما سمعا أبا المنهال يقول سألت البراء بن عازب وزيد بن أرقم عن الصرف فقالا كنا تاجرين على عهد رسول الله صلى الله عليه وسلم فسألنا رسول الله صلى الله عليه وسلم عن الصرف فقال  إن كان يدا بيد فلا بأس وإن كان نساء فلا يصلح ,489.0,414
حدثنا محمد بن سلام أخبرنا مخلد بن يزيد أخبرنا ابن جريج قال أخبرني عطاء عن عبيد بن عمير أن أبا موسى الأشعري استأذن على عمر بن الخطاب رضى الله عنه فلم يؤذن له وكأنه كان مشغولا فرجع أبو موسى ففرغ عمر فقال ألم أسمع صوت عبد الله بن قيس ائذنوا له قيل قد رجع فدعاه فقال كنا نؤمر بذلك فقال تأتيني على ذلك بالبينة فانطلق إلى مجلس الأنصار فسألهم فقالوا لا يشهد لك على هذا إلا أصغرنا أبو سعيد الخدري فذهب بأبي سعيد الخدري فقال عمر أخفي على من أمر رسول الله صلى الله عليه وسلم ألهاني الصفق بالأسواق يعني الخروج إلى تجارة,34.0,Sales and Trade - كتاب البيوع,صعب,أن أبا موسى الأشعري استأذن على عمر بن الخطاب رضى الله عنه فلم يؤذن له وكأنه كان مشغولا فرجع أبو موسى ففرغ عمر فقال ألم أسمع صوت عبد الله بن قيس ائذنوا له قيل قد رجع فدعاه فقال كنا نؤمر بذلك فقال تأتيني على ذلك بالبينة فانطلق إلى مجلس الأنصار فسألهم فقالوا لا يشهد لك على هذا إلا أصغرنا أبو سعيد الخدري فذهب بأبي سعيد الخدري فقال عمر أخفي على من أمر رسول الله صلى الله عليه وسلم ألهاني الصفق بالأسواق يعني الخروج إلى تجارة,544.0,452
حدثني محمد قال حدثني محمد بن فضيل عن حصين عن سالم بن أبي الجعد عن جابر رضى الله عنه قال أقبلت عير ونحن نصلي مع النبي صلى الله عليه وسلم الجمعة فانفض الناس إلا اثنى عشر رجلا فنزلت هذه الآية وإذا رأوا تجارة أو لهوا انفضوا إليها وتركوك قائما ,34.0,Sales and Trade - كتاب البيوع,سهل,أقبلت عير ونحن نصلي مع النبي صلى الله عليه وسلم الجمعة فانفض الناس إلا اثنى عشر رجلا فنزلت هذه الآية وإذا رأوا تجارة أو لهوا انفضوا إليها وتركوك قائما ,252.0,160
حدثنا عثمان بن أبي شيبة حدثنا جرير عن منصور عن أبي وائل عن مسروق عن عائشة رضى الله عنها قالت قال النبي صلى الله عليه وسلم  إذا أنفقت المرأة من طعام بيتها غير مفسدة كان لها أجرها بما أنفقت ولزوجها بما كسب وللخازن مثل ذلك لا ينقص بعضهم أجر بعض شيئا ,34.0,Sales and Trade - كتاب البيوع,سهل, إذا أنفقت المرأة من طعام بيتها غير مفسدة كان لها أجرها بما أنفقت ولزوجها بما كسب وللخازن مثل ذلك لا ينقص بعضهم أجر بعض شيئا ,266.0,138
حدثني يحيى بن جعفر حدثنا عبد الرزاق عن معمر عن همام قال سمعت أبا هريرة رضى الله عنه عن النبي صلى الله عليه وسلم قال  إذا أنفقت المرأة من كسب زوجها عن غير أمره فله نصف أجره ,34.0,Sales and Trade - كتاب البيوع,سهل, إذا أنفقت المرأة من كسب زوجها عن غير أمره فله نصف أجره ,186.0,66
حدثنا محمد بن أبي يعقوب الكرماني حدثنا حسان حدثنا يونس حدثنا محمد عن أنس بن مالك رضى الله عنه قال سمعت رسول الله صلى الله عليه وسلم يقول  من سره أن يبسط له رزقه أو ينسأ له في أثره فليصل رحمه ,34.0,Sales and Trade - كتاب البيوع,سهل, من سره أن يبسط له رزقه أو ينسأ له في أثره فليصل رحمه ,204.0,63
حدثنا معلى بن أسد حدثنا عبد الواحد حدثنا الأعمش قال ذكرنا عند إبراهيم الرهن في السلم فقال حدثني الأسود عن عائشة رضى الله عنها أن النبي صلى الله عليه وسلم اشترى طعاما من يهودي إلى أجل ورهنه درعا من حديد,34.0,Sales and Trade - كتاب البيوع,سهل,أن النبي صلى الله عليه وسلم اشترى طعاما من يهودي إلى أجل ورهنه درعا من حديد,208.0,79
حدثنا عبد الله بن يوسف أخبرنا مالك عن نافع عن عبد الله بن عمر رضى الله عنهما أن رسول الله صلى الله عليه وسلم قال  لا يبيع بعضكم على بيع بعض ولا تلقوا السلع حتى يهبط بها إلى السوق ,34.0,Sales and Trade - كتاب البيوع,سهل, لا يبيع بعضكم على بيع بعض ولا تلقوا السلع حتى يهبط بها إلى السوق ,192.0,76
حدثنا موسى بن إسماعيل حدثنا جويرية عن نافع عن عبد الله رضى الله عنه قال كنا نتلقى الركبان فنشتري منهم الطعام فنهانا النبي صلى الله عليه وسلم أن نبيعه حتى يبلغ به سوق الطعام قال أبو عبد الله هذا في أعلى السوق يبينه حديث عبيد الله,34.0,Sales and Trade - كتاب البيوع,سهل,كنا نتلقى الركبان فنشتري منهم الطعام فنهانا النبي صلى الله عليه وسلم أن نبيعه حتى يبلغ به سوق الطعام قال أبو عبد الله هذا في أعلى السوق,239.0,139
حدثنا مسدد حدثنا يحيى عن عبيد الله قال حدثني نافع عن عبد الله رضى الله عنه قال كانوا يبتاعون الطعام في أعلى السوق فيبيعونه في مكانهم فنهاهم رسول الله صلى الله عليه وسلم أن يبيعوه في مكانه حتى ينقلوه,34.0,Sales and Trade - كتاب البيوع,سهل,كانوا يبتاعون الطعام في أعلى السوق فيبيعونه في مكانهم فنهاهم رسول الله صلى الله عليه وسلم أن يبيعوه في مكانه حتى ينقلوه,206.0,123
حدثنا عبد الله بن يوسف أخبرنا مالك عن هشام بن عروة عن أبيه عن عائشة رضى الله عنها قالت جاءتني بريرة فقالت كاتبت أهلي على تسع أواق في كل عام وقية فأعينيني فقلت إن أحب أهلك أن أعدها لهم ويكون ولاؤك لي فعلت فذهبت بريرة إلى أهلها فقالت لهم فأبوا عليها فجاءت من عندهم ورسول الله صلى الله عليه وسلم جالس فقالت إني قد عرضت ذلك عليهم فأبوا إلا أن يكون الولاء لهم فسمع النبي صلى الله عليه وسلم فأخبرت عائشة النبي صلى الله عليه وسلم فقال  خذيها واشترطي لهم الولاء فإنما الولاء لمن أعتق  ففعلت عائشة ثم قام رسول الله صلى الله عليه وسلم في الناس فحمد الله وأثنى عليه ثم قال  أما بعد ما بال رجال يشترطون شروطا ليست في كتاب الله ما كان من شرط ليس في كتاب الله فهو باطل وإن كان مائة شرط قضاء الله أحق وشرط الله أوثق وإنما الولاء لمن أعتق ,34.0,Sales and Trade - كتاب البيوع,سهل,جاءتني بريرة فقالت كاتبت أهلي على تسع أواق في كل عام وقية فأعينيني فقلت إن أحب أهلك أن أعدها لهم ويكون ولاؤك لي فعلت فذهبت بريرة إلى أهلها فقالت لهم فأبوا عليها فجاءت من عندهم ورسول الله صلى الله عليه وسلم جالس فقالت إني قد عرضت ذلك عليهم فأبوا إلا أن يكون الولاء لهم فسمع النبي صلى الله عليه وسلم فأخبرت عائشة النبي صلى الله عليه وسلم فقال  خذيها واشترطي لهم الولاء فإنما الولاء لمن أعتق  ففعلت عائشة ثم قام رسول الله صلى الله عليه وسلم في الناس فحمد الله وأثنى عليه ثم قال  أما بعد ما بال رجال يشترطون شروطا ليست في كتاب الله ما كان من شرط ليس في كتاب الله فهو باطل وإن كان مائة شرط قضاء الله أحق وشرط الله أوثق وإنما الولاء لمن أعتق ,766.0,675
حدثنا عبد الله بن يوسف أخبرنا مالك عن نافع عن عبد الله بن عمر رضى الله عنهما أن عائشة أم المؤمنين أرادت أن تشتري جارية فتعتقها فقال أهلها نبيعكها على أن ولاءها لنا فذكرت ذلك لرسول الله صلى الله عليه وسلم فقال  لا يمنعك ذلك فإنما الولاء لمن أعتق ,34.0,Sales and Trade - كتاب البيوع,سهل,أن عائشة أم المؤمنين أرادت أن تشتري جارية فتعتقها فقال أهلها نبيعكها على أن ولاءها لنا فذكرت ذلك لرسول الله صلى الله عليه وسلم فقال  لا يمنعك ذلك فإنما الولاء لمن أعتق ,263.0,183
حدثنا أبو الوليد حدثنا الليث عن ابن شهاب عن مالك بن أوس سمع عمر رضى الله عنهما عن النبي صلى الله عليه وسلم قال  البر بالبر ربا إلا هاء وهاء والشعير بالشعير ربا إلا هاء وهاء والتمر بالتمر ربا إلا هاء وهاء ,34.0,Sales and Trade - كتاب البيوع,سهل, البر بالبر ربا إلا هاء وهاء والشعير بالشعير ربا إلا هاء وهاء والتمر بالتمر ربا إلا هاء وهاء ,219.0,104
حدثنا إسماعيل حدثنا مالك عن نافع عن عبد الله بن عمر رضى الله عنهما أن رسول الله صلى الله عليه وسلم نهى عن المزابنة والمزابنة بيع الثمر بالتمر كيلا وبيع الزبيب بالكرم كيلا,34.0,Sales and Trade - كتاب البيوع,سهل,أن رسول الله صلى الله عليه وسلم نهى عن المزابنة والمزابنة بيع الثمر بالتمر كيلا وبيع الزبيب بالكرم كيلا,178.0,108
حدثنا أبو النعمان حدثنا حماد بن زيد عن أيوب عن نافع عن ابن عمر رضى الله عنهما أن النبي صلى الله عليه وسلم نهى عن المزابنة قال والمزابنة أن يبيع الثمر بكيل إن زاد فلي وإن نقص فعلى قال وحدثني زيد بن ثابت أن النبي صلى الله عليه وسلم رخص في العرايا بخرصها,34.0,Sales and Trade - كتاب البيوع,سهل,النبي صلى الله عليه وسلم نهى عن المزابنة قال والمزابنة أن يبيع الثمر بكيل إن زاد فلي وإن نقص فعلى قال وحدثني زيد بن ثابت أن النبي صلى الله عليه وسلم رخص في العرايا بخرصها,263.0,178
حدثنا عمرو بن زرارة أخبرنا إسماعيل ابن علية أخبرنا ابن أبي نجيح عن عبد الله بن كثير عن أبي المنهال عن ابن عباس رضى الله عنهما قال قدم رسول الله صلى الله عليه وسلم المدينة والناس يسلفون في الثمر العام والعامين أو قال عامين أو ثلاثة شك إسماعيل فقال  من سلف في تمر فليسلف في كيل معلوم ووزن معلوم ,35.0,Sales in which a Price is paid for Goods to be Delivered Later (As-Salam) - كتاب السلم,صعب,قدم رسول الله صلى الله عليه وسلم المدينة والناس يسلفون في الثمر العام والعامين أو قال عامين أو ثلاثة شك إسماعيل فقال  من سلف في تمر فليسلف في كيل معلوم ووزن معلوم ,312.0,177
حدثنا صدقة أخبرنا ابن عيينة أخبرنا ابن أبي نجيح عن عبد الله بن كثير عن أبي المنهال عن ابن عباس رضى الله عنهما قال قدم النبي صلى الله عليه وسلم المدينة وهم يسلفون بالتمر السنتين والثلاث فقال  من أسلف في شىء ففي كيل معلوم ووزن معلوم إلى أجل معلوم ,35.0,Sales in which a Price is paid for Goods to be Delivered Later (As-Salam) - كتاب السلم,صعب,قدم النبي صلى الله عليه وسلم المدينة وهم يسلفون بالتمر السنتين والثلاث فقال  من أسلف في شىء ففي كيل معلوم ووزن معلوم إلى أجل معلوم ,262.0,143
حدثنا أبو الوليد حدثنا شعبة عن ابن أبي المجالد وحدثنا يحيى حدثنا وكيع عن شعبة عن محمد بن أبي المجالد حدثنا حفص بن عمر حدثنا شعبة قال أخبرني محمد أو عبد الله بن أبي المجالد قال اختلف عبد الله بن شداد بن الهاد وأبو بردة في السلف فبعثوني إلى ابن أبي أوفى رضى الله عنه فسألته فقال إنا كنا نسلف على عهد رسول الله صلى الله عليه وسلم وأبي بكر وعمر في الحنطة والشعير والزبيب والتمر وسألت ابن أبزى فقال مثل ذلك,35.0,Sales in which a Price is paid for Goods to be Delivered Later (As-Salam) - كتاب السلم,صعب,اختلف عبد الله بن شداد بن الهاد وأبو بردة في السلف فبعثوني إلى ابن أبي أوفى رضى الله عنه فسألته فقال إنا كنا نسلف على عهد رسول الله صلى الله عليه وسلم وأبي بكر وعمر في الحنطة والشعير والزبيب والتمر,425.0,204
حدثنا موسى بن إسماعيل حدثنا عبد الواحد حدثنا الشيباني حدثنا محمد بن أبي المجالد قال بعثني عبد الله بن شداد وأبو بردة إلى عبد الله بن أبي أوفى رضى الله عنهما فقالا سله هل كان أصحاب النبي صلى الله عليه وسلم في عهد النبي صلى الله عليه وسلم يسلفون في الحنطة قال عبد الله كنا نسلف نبيط أهل الشأم في الحنطة والشعير والزيت في كيل معلوم إلى أجل معلوم قلت إلى من كان أصله عنده قال ما كنا نسألهم عن ذلك ثم بعثاني إلى عبد الرحمن بن أبزى فسألته فقال كان أصحاب النبي صلى الله عليه وسلم يسلفون على عهد النبي صلى الله عليه وسلم ولم نسألهم ألهم حرث أم لا,35.0,Sales in which a Price is paid for Goods to be Delivered Later (As-Salam) - كتاب السلم,صعب,بعثني عبد الله بن شداد وأبو بردة إلى عبد الله بن أبي أوفى رضى الله عنهما فقالا سله هل كان أصحاب النبي صلى الله عليه وسلم في عهد النبي صلى الله عليه وسلم يسلفون في الحنطة قال عبد الله كنا نسلف نبيط أهل الشأم في الحنطة والشعير والزيت في كيل معلوم إلى أجل معلوم قلت إلى من كان أصله عنده قال ما كنا نسألهم عن ذلك ثم بعثاني إلى عبد الرحمن بن أبزى فسألته فقال كان أصحاب النبي صلى الله عليه وسلم يسلفون على عهد النبي صلى الله عليه وسلم ولم نسألهم ألهم حرث أم لا,552.0,464
